sif	count	sd_os	mean_os	sd_TMB	mean_TMB	OSs	elseOSs	TMBs	elseTMBs
JAK2 controls-state-change-of CDKN1B	8	6.613197033205649	7.625	1.2097701227919295	3.2475	[13.0, 2.0, 5.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[0.0, 2.0, 12.0]	[2.23, 2.63, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]	[5.58, 2.95, 3.35]
AKT1 controls-expression-of VEGFA	1	0.0	14.0	0.0	4.92	[14.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 20.0]	[4.92]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 3.94]
CREBBP controls-expression-of KIT	8	6.224949798994366	9.0	1.1334874282496477	3.1175	[13.0, 2.0, 5.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[0.0, 2.0, 1.0]	[2.23, 2.63, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]	[5.58, 2.95, 4.39]
MDC1 controls-state-change-of CHEK2	8	6.224949798994366	9.0	1.1334874282496477	3.1175	[13.0, 2.0, 5.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[0.0, 2.0, 1.0]	[2.23, 2.63, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]	[5.58, 2.95, 4.39]
CDH1 controls-state-change-of EGFR	1	0.0	14.0	0.0	4.92	[14.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 20.0]	[4.92]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 3.94]
PIK3CA controls-state-change-of PRKCQ	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
KDR controls-state-change-of STAT5A	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
KDR controls-state-change-of STAT5B	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
FOXO3 controls-expression-of BRAF	9	6.623937138128391	7.888888888888889	1.322573249389235	3.586666666666667	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0, 2.0]	[2.23, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.63, 2.95]
VEGFA controls-state-change-of WT1	4	7.54983443527075	9.0	0.5389109388386917	3.465	[2.0, 2.0, 12.0, 20.0]	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0, 14.0]	[2.63, 3.94, 3.35, 3.94]	[2.23, 5.58, 2.95, 2.95, 4.39, 0.98, 4.92]
PRKDC controls-state-change-of AKT1	3	4.714045207910317	5.333333333333333	0.5356823270890646	3.3066666666666666	[2.0, 2.0, 12.0]	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[2.63, 3.94, 3.35]	[2.23, 5.58, 2.95, 2.95, 4.39, 0.98, 4.92, 3.94]
FGFR1 controls-state-change-of FGF3	2	0.5	0.5	0.5950000000000002	4.984999999999999	[0.0, 1.0]	[13.0, 2.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[5.58, 4.39]	[2.23, 2.63, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
FGFR1 controls-state-change-of FGF4	2	0.5	0.5	0.5950000000000002	4.984999999999999	[0.0, 1.0]	[13.0, 2.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[5.58, 4.39]	[2.23, 2.63, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
CCND3 controls-state-change-of E2F3	1	0.0	2.0	0.0	3.94	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 4.39, 0.98, 3.35, 4.92, 3.94]
FGF19 controls-state-change-of FGFR2	6	6.693695209341067	8.833333333333334	1.0452870419171951	2.845	[13.0, 2.0, 2.0, 4.0, 12.0, 20.0]	[0.0, 5.0, 2.0, 1.0, 14.0]	[2.23, 2.63, 3.94, 0.98, 3.35, 3.94]	[5.58, 2.95, 2.95, 4.39, 4.92]
FGF19 controls-state-change-of FGFR1	2	0.5	0.5	0.5950000000000002	4.984999999999999	[0.0, 1.0]	[13.0, 2.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[5.58, 4.39]	[2.23, 2.63, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
TP53 controls-state-change-of GH1	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
SRC controls-state-change-of DDR2	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
PIK3CB controls-state-change-of PRKCI	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
NF1 controls-expression-of RUNX1	2	1.5	3.5	0.16000000000000014	2.79	[2.0, 5.0]	[13.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.63, 2.95]	[2.23, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
VEGFA controls-state-change-of PDGFRA	5	7.042726744663604	10.0	0.7556877662103576	3.7560000000000002	[2.0, 2.0, 12.0, 14.0, 20.0]	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0]	[2.63, 3.94, 3.35, 4.92, 3.94]	[2.23, 5.58, 2.95, 2.95, 4.39, 0.98]
FOXA1 controls-expression-of AKT2	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
FGF3 controls-state-change-of FGF4	9	6.612744896162893	6.222222222222222	1.2604036194610906	3.3322222222222226	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 20.0]	[5.0, 14.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 3.94]	[2.95, 4.92]
CDK6 controls-state-change-of STAT5B	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
AXL controls-state-change-of CD79B	1	0.0	1.0	0.0	4.39	[1.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[4.39]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
NTRK1 controls-state-change-of STAT5A	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
FGF4 controls-state-change-of AKT2	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
AKT1 controls-state-change-of MDM4	3	9.201449161228174	7.0	0.6918734630616273	4.636666666666666	[0.0, 1.0, 20.0]	[13.0, 2.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0]	[5.58, 4.39, 3.94]	[2.23, 2.63, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92]
JAK2 controls-state-change-of AKT2	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
FGF4 controls-state-change-of AKT1	4	5.123475382979799	4.5	1.796781845411401	3.295	[13.0, 0.0, 1.0, 4.0]	[2.0, 5.0, 2.0, 2.0, 12.0, 14.0, 20.0]	[2.23, 5.58, 4.39, 0.98]	[2.63, 2.95, 2.95, 3.94, 3.35, 4.92, 3.94]
NTRK1 controls-state-change-of STAT5B	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
CDK6 controls-state-change-of STAT5A	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
PRKAR1A controls-state-change-of STAT5A	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
BRAF controls-state-change-of AKT2	10	6.527633568147036	7.3	1.2691575946272393	3.5230000000000006	[13.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.63]
PRKAR1A controls-state-change-of STAT5B	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
AKT1 controls-state-change-of BRCA1	3	8.48528137423857	8.0	0.6175399222362515	3.5033333333333334	[2.0, 2.0, 20.0]	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[2.63, 3.94, 3.94]	[2.23, 5.58, 2.95, 2.95, 4.39, 0.98, 3.35, 4.92]
NF1 controls-expression-of MTAP	1	0.0	2.0	0.0	2.63	[2.0]	[13.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.63]	[2.23, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
PIK3CA controls-state-change-of CD79B	2	0.5	1.5	0.7199999999999998	3.67	[2.0, 1.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[2.95, 4.39]	[2.23, 2.63, 5.58, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
PIK3R1 controls-state-change-of TP53	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
RUNX1 controls-expression-of INPPL1	2	1.0	1.0	1.315	4.265000000000001	[0.0, 2.0]	[13.0, 2.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[5.58, 2.95]	[2.23, 2.63, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
CTNNB1 controls-state-change-of EGFR	1	0.0	1.0	0.0	4.39	[1.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[4.39]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
PRKCQ controls-state-change-of AKT2	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
MYB controls-expression-of KIT	8	6.224949798994366	9.0	1.1334874282496477	3.1175	[13.0, 2.0, 5.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[0.0, 2.0, 1.0]	[2.23, 2.63, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]	[5.58, 2.95, 4.39]
FGF19 controls-state-change-of CD79B	2	9.0	11.0	0.4949999999999999	3.4450000000000003	[2.0, 20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[2.95, 3.94]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
MYC controls-state-change-of HIST1H3B	1	0.0	12.0	0.0	3.35	[12.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[3.35]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]
INSR controls-state-change-of AKT1	2	0.5	0.5	0.5950000000000002	4.984999999999999	[0.0, 1.0]	[13.0, 2.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[5.58, 4.39]	[2.23, 2.63, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
FLT1 controls-state-change-of AKT1	3	4.714045207910317	5.333333333333333	0.5356823270890646	3.3066666666666666	[2.0, 2.0, 12.0]	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[2.63, 3.94, 3.35]	[2.23, 5.58, 2.95, 2.95, 4.39, 0.98, 4.92, 3.94]
PIK3CA controls-state-change-of AKT2	11	6.407640067893126	6.818181818181818	1.2370258921507018	3.441818181818182	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[]
PAK1 controls-state-change-of RAF1	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
MYC controls-expression-of ERBB2	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
E2F3 controls-expression-of CCNE1	1	0.0	2.0	0.0	3.94	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 4.39, 0.98, 3.35, 4.92, 3.94]
RB1 controls-state-change-of HIST1H3B	1	0.0	12.0	0.0	3.35	[12.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[3.35]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]
RAF1 controls-expression-of RB1	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
FGFR2 controls-state-change-of PRKCE	8	6.224949798994366	9.0	1.1334874282496477	3.1175	[13.0, 2.0, 5.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[0.0, 2.0, 1.0]	[2.23, 2.63, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]	[5.58, 2.95, 4.39]
PIK3CA controls-state-change-of PIK3R1	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
VEGFA controls-state-change-of TP53	3	4.0276819911981905	7.333333333333333	0.8138932498935117	2.0533333333333332	[13.0, 5.0, 4.0]	[2.0, 0.0, 2.0, 2.0, 1.0, 12.0, 14.0, 20.0]	[2.23, 2.95, 0.98]	[2.63, 5.58, 2.95, 3.94, 4.39, 3.35, 4.92, 3.94]
STAT5B controls-expression-of RARA	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
KIT controls-state-change-of FGF19	6	6.693695209341067	8.833333333333334	1.0452870419171951	2.845	[13.0, 2.0, 2.0, 4.0, 12.0, 20.0]	[0.0, 5.0, 2.0, 1.0, 14.0]	[2.23, 2.63, 3.94, 0.98, 3.35, 3.94]	[5.58, 2.95, 2.95, 4.39, 4.92]
KRAS controls-state-change-of BRAF	9	6.623937138128391	7.888888888888889	1.322573249389235	3.586666666666667	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0, 2.0]	[2.23, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.63, 2.95]
CTNNB1 controls-state-change-of MYC	1	0.0	1.0	0.0	4.39	[1.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[4.39]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
CDKN2A controls-state-change-of CCND3	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
KIT controls-state-change-of FGFR2	8	6.224949798994366	9.0	1.1334874282496477	3.1175	[13.0, 2.0, 5.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[0.0, 2.0, 1.0]	[2.23, 2.63, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]	[5.58, 2.95, 4.39]
FBXW7 controls-state-change-of MYC	1	0.0	14.0	0.0	4.92	[14.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 20.0]	[4.92]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 3.94]
PDGFRA controls-state-change-of AKT1	4	4.527692569068709	9.0	1.4274627841033196	2.77	[13.0, 5.0, 4.0, 14.0]	[2.0, 0.0, 2.0, 2.0, 1.0, 12.0, 20.0]	[2.23, 2.95, 0.98, 4.92]	[2.63, 5.58, 2.95, 3.94, 4.39, 3.35, 3.94]
DOT1L controls-state-change-of HIST1H3F	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
FANCD2 controls-expression-of MDC1	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
DOT1L controls-state-change-of HIST1H3B	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
E2F3 controls-expression-of CCND3	1	0.0	2.0	0.0	3.94	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 4.39, 0.98, 3.35, 4.92, 3.94]
CDH1 controls-state-change-of PIK3CA	2	6.0	8.0	0.9849999999999999	3.935	[2.0, 14.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 20.0]	[2.95, 4.92]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 3.94]
JAK2 controls-state-change-of PRKCQ	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
CDK12 controls-expression-of FANCD2	7	5.303060340934453	7.142857142857143	1.4531485871467276	3.4214285714285717	[13.0, 0.0, 5.0, 2.0, 4.0, 12.0, 14.0]	[2.0, 2.0, 1.0, 20.0]	[2.23, 5.58, 2.95, 3.94, 0.98, 3.35, 4.92]	[2.63, 2.95, 4.39, 3.94]
FBXW7 controls-state-change-of NOTCH1	1	0.0	13.0	0.0	2.23	[13.0]	[2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.23]	[2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
ERBB2 controls-state-change-of PIK3R1	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
E2F3 controls-expression-of CDKN2A	1	0.0	2.0	0.0	3.94	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 4.39, 0.98, 3.35, 4.92, 3.94]
EGFR controls-state-change-of ERBB2	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
KRAS controls-state-change-of AKT2	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
RUNX1 controls-expression-of PIK3R1	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
TP53 controls-expression-of PTEN	2	5.0	7.0	0.19999999999999996	3.1500000000000004	[2.0, 12.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[2.95, 3.35]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]
BRCA1 controls-state-change-of TP53	1	0.0	12.0	0.0	3.35	[12.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[3.35]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]
KRAS controls-state-change-of PIK3R1	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
PAK1 controls-state-change-of HIST1H3B	1	0.0	12.0	0.0	3.35	[12.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[3.35]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]
RUNX1 controls-state-change-of HIST1H3B	1	0.0	12.0	0.0	3.35	[12.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[3.35]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]
JAK1 controls-state-change-of PRKCE	8	6.224949798994366	9.0	1.1334874282496477	3.1175	[13.0, 2.0, 5.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[0.0, 2.0, 1.0]	[2.23, 2.63, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]	[5.58, 2.95, 4.39]
FGFR2 controls-state-change-of FGF19	6	6.693695209341067	8.833333333333334	1.0452870419171951	2.845	[13.0, 2.0, 2.0, 4.0, 12.0, 20.0]	[0.0, 5.0, 2.0, 1.0, 14.0]	[2.23, 2.63, 3.94, 0.98, 3.35, 3.94]	[5.58, 2.95, 2.95, 4.39, 4.92]
SRC controls-state-change-of PRKCI	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
GATA3 controls-expression-of UBR5	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
CDKN2A controls-state-change-of TP53	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
AKT1 controls-expression-of CCND1	4	5.123475382979799	4.5	1.796781845411401	3.295	[13.0, 0.0, 1.0, 4.0]	[2.0, 5.0, 2.0, 2.0, 12.0, 14.0, 20.0]	[2.23, 5.58, 4.39, 0.98]	[2.63, 2.95, 2.95, 3.94, 3.35, 4.92, 3.94]
SRC controls-state-change-of CDK6	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
